Apotekergata+N+Prop+Sem/Plc	Apotekergt	ˈɑ.po.tˌe.ker#gh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Loc	kruvnnaprinssas	krˈuβnː.nɑː#prˌins.sɑs
ruvdnaprinsa+Sem/Hum+N+Sg+Ill	kruvnnaprinsii	krˈuβnː.nɑː#prˌinː.sij
ruvdnaprinsa+Sem/Hum+N+Sg+Com	kruvnnaprinssain	krˈuβnː.nɑː#prˌins.sɑjn
radnet+V+TV+Der/PassL+V+IV+Actio+Loc	radnejuvvomis	rˈɑd.ne»jˌuv.vo.mis
rakŋat+V+IV+Der/NomAg+N+Der/viđá+Adv	ragŋaviđá	rˈɑg.ŋɑː»vˌi.ðɑː
rekčohit+V+TV+Sup	rekčoheažžat	rˈekː.htʃo.hˌeædː.tʃɑh
reorganiseret+V+TV+Ind+Prt+Pl1	reorganiseriimet	rˈe.or.gˌɑ.ni.sˌe.rij.meh
reumáhtalaš+A+Sg+Nom	reumáhtalaš	rˈeu.mɑːh.tˌɑ.lɑʃ
reumáhtalaš+A+Der/at+Adv	reumáhtalaččat	rˈeu.mɑːh.tˌɑ.lɑt.tʃɑh
revánša+N+Pl+Ill+PxPl1	revánššaidasamet	rˈeː.vɑːnʃ.ʃˌɑjː.tɑ.sˌɑ.meh
riemut+Sem/Event+N+Ess	riepmun	rˈĭĕpː.muːn
riggi+N+Der/heapmi+A+Superl+Pl+Ill	rikkehepmosiidda	rˈik.ke»hˌep.mo.sˌijt.tɑ
risenbuvru+Sem/Food+N+Der/heapmi+A+Pl+Nom	risenbuvrroheamit	rˈiː.sen#pˌuβr.ro»hˌeæ.mih
ristáhčči+Sem/Hum+N+Sg+Loc+PxPl2	ristáhčisteattet	rˈish#ˌɑːh.tʃis.tˌĕæt.teh
ritnut+V+IV+Imprt+Du1	ridnu	rˈid.nuː
rivot+Sem/Plc+N+Sg+Nom+PxDu2	rivoheatte	rˈi.vo.hˌĕæt.te
riđđu+Sem/Wthr+N+Der/heapmi+A+Comp+Pl+Loc	riđuheappuin	rˈi.ðu»hˌeæp.pujn
riššat+V+IV+Der/NomAg+N+Sg+Ill	riššái	rˈiʃː.ʃɑː»i
roibet+V+IV+Ind+Prt+Pl1	roibiimet	rˈojː.pij.meh
rusá+A+AttrCmp+Der/soajat+A+Der/vuohta+N+Der/viđá+Adv	rosásoajatvuohtaviđá	rˈo.sɑː»sˌoɑ.jɑh»vˌuoh.tɑ»vˌi.ðɑː
rusá+v2+A+Pl+Gen	rosáid	rˈoː.sɑːjh
ruksa+N+Der/viđá+Adv	ruksaviđá	rˈukː.sɑː»vˌi.ðɑː
ruođa+Sem/Ani+N+Sg+Com+PxPl3	ruohtagiinniset	rˈuoh.tɑ.gˌijn.ni.seh
ruošši+Sem/Plant+N+Sg+Gen+Allegro	ruoše	rˈŭo.ʃe
ruppodit+V+IV+PrfPrc	ruppodan	rˈup.po.ðɑn
ruskkaiderohallannjuolggadus+N+Sg+Ill+PxPl1	ruskkaiderohallannjuolggadussaseamet	rˈus.kɑːjh#ˌe.ro.hˌɑl.lɑn#ɲˌuolk.kɑ.dˌus.sɑ.sˌĕæ.meh
rytma+N+Ess+PxSg1	rytmanan	rˈytː.mɑ.nɑn
rytma+N+Sg+Ill	rytmii	rˈytː.mij
rytmaskovvi+N+Sg+Gen+Allegro	rytmaskove	rˈytː.mɑ#skˌo.ve
rytmaskovvi+N+Sg+Acc+PxDu3	rytmaskoviska	rˈytː.mɑ#skˌo.vis.kɑ
rytma+N+Pl+Nom	rytmmat	rˈytm.mɑh
rytmihkka+N+Sg+Ill	rytmihkkii	rˈytː.mihː.kij
ránis+A+Comp+Der/Dimin+N+Sg+Nom	rátnáseppoš	rˈɑːt.nɑː.sˌep.po»ʃ
røntgen+N+Der/viđá+Adv	røntgenviđá	rˈønt.gen»vˌi.ðɑː
røntgenfotograferet+V+TV+Ind+Prt+Du1	røntgenfotograferiime	rˈønt.gen#fˌo.to.grˌɑ.fe.rˌij.me
røntgengovva+N+Sg+Com+PxSg1	røntgengovainan	rˈønt.gen#kˌo.vɑj.nɑn
røntgengovva+N+Sg+Com+PxSg3	røntgengovainis	rˈønt.gen#kˌo.vɑj.nis
røntgengovva+N+Der/viđá+Adv	røntgengovvaviđá	rˈønt.gen#kˌov.vɑ»vˌi.ðɑː
røntgenlatnja+Sem/Plc+N+Sg+Ill	røntgenlatnjii	rˈønt.gen#lˌɑt.ɲij
sabmi+N+Sg+Gen+PxDu2	sapmáde	sˈɑpː.mɑː.ðe
sahčat+V+TV+VAbess+A+Attr	sažakeahtes	sˈɑ.dʃɑː.kˌĕæh.tes
saktut+V+IV+Der/st+V+Pot+Prs+Du1	savttostežže	sˈɑβɸ.to»stˌedː.tʃe
sampel+N+Sg+Gen+PxPl1	sampeleamet	sˈɑmː.m̥pe.lˌĕæ.meh
scanner+N+Der/viđá+Adv	scannerviđá	stsˈɑn.ner»vˌi.ðɑː
schamponeret+V+TV+Ind+Prt+Sg3	schamponerii	stshˈɑmː.m̥po.nˌe.rij
schematiseret+V+TV+Pot+Prs+Sg1	schematiserežan	stshˈe.mɑː.tˌi.se.rˌe.dʃɑn
seaggut+V+IV+Der/l+V+Der/adda+V+Imprt+Pl1	seggoladdut	sˈegː.ko»lˌɑdː.tuh
semifinála+Sem/Event+N+Pl+Com+PxDu3	semifinálaideaskkaguin	sˈe.mi#fˌi.nɑː.lˌɑjː.teæs.kˌɑ.gujn
shampoo+N+Sg+Loc	shampoos	shˈɑmː.m̥po.os
shuar+N+Sg+Ill	shuarii	shˈu.ɑ.rij
sicilialaš+Sem/Hum+N+Sg+Nom	sicilialaš	sˈi.tsi.lˌi.ɑ.lɑʃ
sigareahtta+N+Sg+Acc+PxSg3	sigareahtas	sˈi.gɑː.rˌeæh.tɑs
sionisma+N+Sg+Loc	sionismmas	sˈi.o.nˌis.mɑs
siđas+A+Attr+Der/vuohta+N+Sg+Loc	sihtavuođas	sˈihː.tɑː»vˌuo.ðɑs
sjánsa+N+Der/viđá+Adv	sjánsaviđá	sjˈɑːnː.sɑ»vˌi.ðɑː
sjåvinisma+N+Pl+Loc+PxDu1	sjåvinismmaineame	sjˈoː.vi.nˌis.mɑj.nˌĕæ.me
skohtervuodjin+Sem/Act+N+Ess	skutervuodjime	skˈuː.ter#vˌuoc.ci.me
slávalaš+A+Attr	slávalaš	ʃlˈɑː.vɑ.lɑʃ
slávalaš+A+Sg+Ill	slávalažžii	ʃlˈɑː.vɑ.lˌɑdː.tʃij
smeargil+N+Sg+Nom+PxSg2	smeargilat	smˈĕærə.ki.lɑh
snadjat+V+TV+Imprt+Pl3	snadjoset	snˈɑc.co.seh
snjierrá+Sem/Ani+N+Der/viđá+Adv	snjierraviđá	ʃɲˈier.rɑ»vˌi.ðɑː
son+Pron+Pers+Du3+Com	sudnuin	sˈud.nujn
son+Pron+Pers+Pl3+Com	singuin	sˈiŋŋ.kujn
son+Pron+Pers+Sg3+Nom	son	sˈon
sobus+N+Sg+Nom	sobus	sˈo.buːs
spakkas+A+Comp+Der/Dimin+A+Der/at+Adv	spaggasabbožit	spˈɑgː.kɑː.sˌɑbː.po»dʃih
squash+N+Sg+Nom	squash	skˈu.ɑsh
squash+N+Der/huhtti+V+TV+Cond+Prs+Sg3	squashahuhtálii	skˈu.ɑs.hɑ»hˌuhː.tɑː.lij
squash+N+Sg+Ill	squashii	skˈu.ɑs.hij
sreŋget+V+TV+Ind+Prs+Pl1	sreŋget	srˈeŋŋ.keh
sráŋggaheapme+A+Sg+Com	sráŋggahemiin	srˈɑːŋk.kɑ.hˌe.mijn
stráŋganjámaldat+N+Sg+Ill	stráŋganjámaldahkii	strˈɑːŋŋ.kɑ#ɲˌɑː.mɑl.dˌɑh.kij
suddu+N+Der/Dimin+N+Pl+Gen+PxPl3	suttožiiddiset	sˈut.to»dʃˌijt.ti.seh
surrat+V+TV+Cond+Prs+Sg3	surašii	sˈu.rɑː.ʃij
sviske+N+Sg+Ill	sviskii	svˈisː.kij
swing+N+Sg+Nom	swing	sβˈing
swingaklubba+Sem/Hum+Sem/Group+N+Der/viđá+Adv	swingaklubbaviđá	sβˈiŋŋ.kɑː#klˌubː.pɑ»vˌi.ðɑː
syhkkelfalástallan+Sem/Act+N+Sg+Nom	syhkkelfalástallan	sˈyhː.kel#fˌɑ.lɑːs.tˌɑl.lɑn
sykkelmeasttir+Sem/Hum+N+Pl+Nom	sykkelmeastárat	sˈyk.kel#mˌĕæsː.tɑː.rɑh
syklihkalaš+A+Attr	syklihkalaš	sˈyk.lih.kˌɑ.lɑʃ
show+Sem/Event+N+Der/Dimin+N+Sg+Nom	šovaš	ʃˈo.vɑː»ʃ
show+Sem/Event+N+Der/Dimin+N+Der/viđá+Adv	šovašviđá	ʃˈo.vɑː»ʃ»vˌi.ðɑː
show+Sem/Event+N+Der/Dimin+N+Sg+Ill+PxSg1	šovažasan	ʃˈo.vɑː»dʃˌɑ.sɑn
show+Sem/Event+N+Der/Dimin+N+Sg+Com+PxSg1	šovažiinnán	ʃˈo.vɑː»dʃˌijnː.nɑːn
show+Sem/Event+N+Der/heapmi+A+Comp+Attr	šovahat	ʃˈo.vɑː»hɑh
show+Sem/Event+N+Der/heapmi+A+Comp+Sg+Nom	šovahet	ʃˈo.vɑː»heh
show+Sem/Event+N+Der/heapmi+A+Superl+Pl+Com	šovahamosiiguin	ʃˈo.vɑː»hˌɑ.mo.sˌij.gujn
show+Sem/Event+N+Der/heapmi+A+Sg+Gen	šovaheami	ʃˈo.vɑː»hˌeæ.mi
show+Sem/Event+N+Der/heapmi+A+Sg+Ill	šovaheapmái	ʃˈo.vɑː»hˌeæp.mɑːj
show+Sem/Event+N+Der/heapmi+A+Sg+Com	šovahemiin	ʃˈo.vɑː»hˌe.mijn
show+Sem/Event+N+Der/heapmi+A+Attr	šovahis	ʃˈo.vɑː»his
show+Sem/Event+N+Der/heapmi+A+Attr+Der/vuohta+N+Pl+Nom	šovahisvuođat	ʃˈo.vɑː»his»vˌuo.ðɑh
show+Sem/Event+N+Der/huhtti+V+TV+Ger+PxDu2	šovahuhtedettiineatte	ʃˈo.vɑː»hˌuh.te.dˌet.tij.nˌĕæt.te
show+Sem/Event+N+Der/huhtti+V+TV+Ger+PxSg2	šovahuhtedettiinat	ʃˈo.vɑː»hˌuh.te.dˌet.tij.nɑh
show+Sem/Event+N+Der/huhtti+V+TV+Imprt+ConNeg	šovahuhte	ʃˈo.vɑː»hˌuh.te
show+Sem/Event+N+Der/huhtti+V+TV+Ger+PxSg1	šovahuhtidettiinan	ʃˈo.vɑː»hˌuh.ti.dˌet.tij.nɑn
show+Sem/Event+N+Der/huhtti+V+TV+VAbess	šovahuhtihaga	ʃˈo.vɑː»hˌuh.ti.hˌɑ.gɑ
show+Sem/Event+N+Der/huhtti+V+TV+Der/PassL+V+IV+Der/supmi+N+Sg+Ill	šovahuhttosupmái	ʃˈo.vɑː»hˌuhː.to»sˌupː.mɑːj
show+Sem/Event+N+Der/huhtti+V+TV+Der/PassS+V+IV+Ind+Prt+Du2	šovahuhttuide	ʃˈo.vɑː»hˌuhː.tu»ˌi.de
show+Sem/Event+N+Der/huhtti+V+TV+Ind+Prs+Sg1	šovahuhtán	ʃˈo.vɑː»hˌuhː.tɑːn
show+Sem/Event+N+Der/huhtti+V+TV+Sup	šovahuhtážit	ʃˈo.vɑː»hˌuhː.tɑː.dʃih
show+Sem/Event+N+Der/huvva+V+IV+Cond+Prs+Du1	šovahuvaleimme	ʃˈo.vɑː»hˌu.vɑ.lˌejm.me
show+Sem/Event+N+Der/huvva+V+IV+Inf	šovahuvvat	ʃˈo.vɑː»hˌuv.vɑh
show+Sem/Event+N+Der/huvva+V+IV+PrfPrc	šovahuvvan	ʃˈo.vɑː»hˌuv.vɑn
show+Sem/Event+N+Der/huvva+V+IV+Imprt+Du2	šovahuvvi	ʃˈo.vɑː»hˌuvː.vi
show+Sem/Event+N+Der/huvva+V+IV+ConNegII	šovahuvvo	ʃˈo.vɑː»hˌuv.vo
show+Sem/Event+N+Der/huvva+V+IV+Imprt+Sg3	šovahuvvos	ʃˈo.vɑː»hˌuv.vos
show+Sem/Event+N+Sg+Nom	šovv	ʃˈovː
show+Sem/Event+N+Ess+PxPl1	šovvaneamet	ʃˈovː.vɑː.nˌĕæ.meh
show+Sem/Event+N+Ess+PxPl2	šovvaneattet	ʃˈovː.vɑː.nˌĕæt.teh
show+Sem/Event+N+Ess+PxSg1	šovvanan	ʃˈovː.vɑː.nɑn
show+Sem/Event+N+Ess+PxSg2	šovvanat	ʃˈovː.vɑː.nɑh
show+Sem/Event+N+Pl+Acc+PxPl3	šovvaideaset	ʃˈovː.vɑːj.dˌĕæ.seh
show+Sem/Event+N+Pl+Ill+PxPl2	šovvaidaseattet	ʃˈovː.vɑːj.dˌɑ.sĕæt.teh
show+Sem/Event+N+Pl+Ill+PxPl3	šovvaidaseaset	ʃˈovː.vɑːj.dˌɑ.sĕæ.seh
show+Sem/Event+N+Sg+Acc+PxSg1	šovvan	ʃˈovː.vɑːn
show+Sem/Event+N+Sg+Nom+PxDu2	šovvade	ʃˈovː.vɑː.ðe
show+Sem/Event+N+Sg+Ill	šovvii	ʃˈov.vij
taekwondoriikkajoavku+Sem/Group+Sem/Hum+N+Sg+Acc+PxSg1	taekwondoriikkajovkon	thˈɑek.βon.do#rˌijç.kɑ#jˌoβː.ɸkon
taga+Adv	taga	thˈɑ.gɑː
tamburiidna+N+Sg+Nom+PxDu3	tamburiidnaska	thˈɑmː.pu.rˌij.tnɑs.kɑ
tariffasoahpamuš+N+Der/viđá+Adv	tariffasoahpamoššviđá	thˈɑ.rif.fɑ#sˌoɑh.pɑ.moʃː»vˌi.ðɑː
tautologiija+N+Sg+Ill	tautologiijii	thˈɑu.to.lˌo.gij.jij
taxeret+V+TV+Ind+Prt+Du2	taxeriide	thˈɑks.e.rˌijː.te
teoriija+N+Sg+Ill	teoriijii	thˈe.o.rˌij.jij
thaigiella+Sem/Lang+N+Sg+Ill	thaigillii	thˈɑj#kˌil.lij
thaigielat+A+Attr	thaigielat	thˈɑj#kˌie.lɑh
thomisma+N+Sg+Loc+PxSg2	thomismmastat	thˈoː.mis.mˌɑsː.tɑh
thymusráksá+N+Pl+Nom	thymusrávssát	thˈy.mus#rˌɑːβs.sɑːh
thymusráksá+N+Der/huvva+V+IV+Sup	thymusrávssáhuvažit	thˈy.mus#rˌɑːβs.sɑː»hˌu.vɑ.dʃih
tiger+Sem/Ani+N+Der/viđá+Adv	tigerviđá	thˈiː.ger»vˌi.ðɑː
tipsa+N+Sg+Ill	tipsii	thˈip.sij
toaleahttaveasku+N+Der/viđá+Adv	toaleahttaveaskoviđá	thˈo.ɑ.lˌĕæhː.tɑ#vˌĕæsː.ko»vˌi.ðɑː
toassa+N+Ess+PxPl1	toassaneamet	thˈoɑs.sɑ.nˌĕæ.meh
toavva+N+Sg+Acc+PxPl2	toavadet	thˈoɑ.vɑ.ðeh
toksiidna+N+Sg+Ill	toksiidnii	thˈokː.sij.tnij
tratte+N+Sg+Com	trattiin	trˈɑt.tijn
tregget+V+TV+Der/PassL+V+IV+Actio+Gen	treggejuvvon	trˈegː.ke»jˌuv.von
tráhppá+N+Der/huhtti+V+TV+Cond+Prs+Pl3	tráhpáhuhtále	trˈɑːh.pɑː»hˌuhː.tɑː.le
tráktordáigu+N+Der/viđá+Adv	tráktordáigoviđá	trˈɑːkː.htor#tˌɑːjː.ko»vˌi.ðɑː
tránet+V+TV+Ind+Prt+Pl1	trániimet	trˈɑː.nij.meh
träneret+V+TV+Ind+Prt+Pl2	träneriidet	trˈæ.ne.rˌijː.teh
tsunámi+N+Sg+Acc+PxSg2	tsunámit	tsˈu.nɑː.mih
tsára+N+Der/laš+A+Comp+Sg+Nom	tsáralet	tsˈɑː.rɑ»leh
tsára+N+Sg+Ill	tsárii	tsˈɑː.rij
tuggá+N+Der/viđá+Adv	tuggaviđá	thˈugː.kɑː»vˌi.ðɑː
tullja+N+Sg+Gen+PxPl3	tuljaset	thˈuʎ.ʎɑː.seh
tuollu+Sem/Org+Sem/Build+N+Sg+Gen+Allegro	tuolo	thˈŭo.lo
tuollu+Sem/Org+Sem/Build+N+Der/heapmi+A+Attr+Der/vuohta+N+Sg+Ill	tuolohisvuhtii	thˈŭo.lo»his»vˌuh.tij
tupaan+A+Sg+Nom	tupaan	thˈu.pɑː.ɑn
tyatiralaš+Sem/Hum+N+Sg+Ill+PxSg2	tyatiralažžasat	thˈy.ɑ.tˌi.rɑ.lˌɑdː.tʃɑ.sɑh
typifiseret+V+TV+Der/PassL+V+IV+Actio+Nom	typifiserejuvvon	thˈy.pi.fˌi.se.re»jˌuv.von
typográfa+Sem/Hum+N+Sg+Ill	typográfii	thˈy.po.grˌɑː.fij
tyranniseret+V+TV+Imprt+Sg3	tyranniserejus	thˈy.rɑn.nˌi.se.rˌe.jus
tásku+N+Sg+Gen+PxDu2	táskkode	thˈɑːs.ko.ðe
távval+N+Pl+Nom	távvalat	thˈɑːv.vɑ.lɑh
tøffa+A+Sg+Ill	tøffii	thˈøf.fij
ubmesápmi+Sem/Hum+N+Der/viđá+Adv	ubmesápmeviđá	ˈub.me#sˌɑːp.me»vˌi.ðɑː
ubmisámegiella+Sem/Lang+N+Sg+Ill	ubmisámegillii	ˈub.mi#sˌɑː.me#kˌil.lij
udju+A+Pl+Nom	ujut	ˈu.juːh
udjuvuohta+N+Sg+Ill	udjuvuhtii	ˈuc.cu.vˌuh.tij
udnu+N+Sg+Acc	utnu	ˈutː.nuː
uffir+N+Der/viđá+Adv	uffirviđá	ˈuf.fir»vˌi.ðɑː
ugralaš+A+Ess	ugralažžan	ˈug.rɑː.lˌɑdː.tʃɑn
ugralaš+A+Sg+Nom	ugralaš	ˈug.rɑː.lɑʃ
uhcideaddji+N+Sg+Gen+NomAg+PxPl1	uhcideaddjámet	ˈuh.tsi.ðˌĕæɟː.cɑː.meh
uhm+Interj	uhm	ˈuhm
uitu+N+Ess+PxSg3	uitunis	ˈujː.çtu.nis
uitu+N+Der/laš+A+Sg+Nom	uittolaš	ˈujç.to»lɑʃ
uksa+N+Pl+Nom	uvssat	ˈuβsː.sɑːh
ulddas+A+Attr	ulda	ˈulː.tɑː
uminddet+A+Sg+Acc	uminddega	ˈu#mˌint.te.gɑ
uminddet+A+Sg+Nom	uminddet	ˈu#mˌint.teh
uminddet+A+Der/vuohta+N+Der/viđá+Adv	uminddetvuohtaviđá	ˈu#mˌint.teh»vˌuoh.tɑ»vˌi.ðɑː
ummolcizáš+Sem/Ani+N+Sg+Nom	ummolcizáš	ˈum.mol#tsˌi.dsɑːʃ
unjárgalaš+Sem/Hum+N+Sg+Ill+PxPl3	unjárgalažžaseaset	ˈu.ɲɑːr.gˌɑ.lɑdː.tʃˌɑ.sĕæ.seh
uppá+N+Der/viđá+Adv	uppaviđá	ˈupː.pɑː»vˌi.ðɑː
urra+N+Sg+Acc+PxSg2	urat	ˈu.rɑːh
uradas+Sem/Hum+N+Pl+Nom	uradasat	ˈu.rɑː.ðˌɑ.sɑh
urggut+N+Ess	urgun	ˈurə.kuːn
urra+N+Ess+PxDu3	urraneaskka	ˈurː.rɑː.nˌeæs.kɑ
uski+N+Ess+PxDu3	uskineaskka	ˈusː.ki.nˌeæs.kɑ
ustitlistá+N+Sg+Ill	ustitlistái	ˈusː.tih#lˌisː.tɑːj
usurperet+V+TV+Ind+Prt+ConNeg	usurperen	ˈuː.sur.hpˌe.ren
utkka+N+Pl+Nom	utkagat	ˈutː.hkɑ.gɑh
utviklingsoptimisma+N+Sg+Ill	utviklingsoptimismii	ˈuh#vˌik.lings#ˌop.ti.mˌisː.mij
uvdna+N+Sg+Ill	uvdnii	ˈuβː.tnij
uvja+N+Der/viđá+Adv	uvjaviđá	ˈuβː.jɑː»vˌi.ðɑː
uŋgárgiella+Sem/Lang+N+Sg+Ill	uŋgárgillii	ˈuŋŋ.kɑːr#kˌil.lij
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Pl+Com+PxSg1	gaskgaskaoapmegeavahemiidanguin	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌɑn.gujn
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Sg+Com+PxDu2	gaskgaskaoapmegeavahemiineatte	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nˌĕæt.te
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Sg+Com+PxSg3	gaskgaskaoapmegeavahemiinis	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nis
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Sg+Com	gaskgaskaoapmegeavahemiin	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mijn
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Ess+PxDu2	gaskgaskaoapmegeavaheapmineatte	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nˌĕæt.te
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Pl+Nom	gaskgaskaoapmegeavaheamit	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mih
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Sg+Nom+PxDu3	gaskgaskaoapmegeavaheapmiska	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mis.kɑ
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+Sg+Ill+PxPl2	gaskgaskaoapmegeavaheapmáseattet	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mɑː.sˌĕæt.teh
váikkuhangaskoapmegeavaheapmi+Sem/Act+N+SgCmp+Der/viđá+Adv	gaskgaskaoapmegeavahanviđá	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑh»ˌɑn.vi.ðɑː
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Pl+Gen+PxPl3	gask'gaskaoapmegeavahemiideaset	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌĕæ.seh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Pl+Ill+PxSg2	gask'gaskaoapmegeavahemiidasat	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌɑ.sɑh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Pl+Nom+PxDu1	gask'gaskaoapmegeavahemiideame	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌĕæ.me
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Pl+Nom+PxSg1	gask'gaskaoapmegeavahemiidan	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dɑn
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Com+PxPl3	gask'gaskaoapmegeavahemiineaset	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nˌĕæ.seh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Com+PxSg3	gask'gaskaoapmegeavahemiinis	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nis
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Ess+PxDu3	gask'gaskaoapmegeavaheapmineaskka	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nˌeæs.kɑ
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Ess+PxSg2	gask'gaskaoapmegeavaheapminat	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nɑh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Ess	gask'gaskaoapmegeavaheapmin	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.min
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Gen+Allegro	gask'gaskaoapmegeavaheame	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌĕæ.me
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Nom+PxDu3	gask'gaskaoapmegeavaheapmiska	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mis.kɑ
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Acc+PxDu2	gask'gaskaoapmegeavaheamáde	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑː.de
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Gen+PxDu2	gask'gaskaoapmegeavaheamáde	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑː.de
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Gen+PxPl2	gask'gaskaoapmegeavaheamádet	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑː.deh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Gen+PxSg2	gask'gaskaoapmegeavaheamát	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑːh
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+Sg+Ill	gask'gaskaoapmegeavaheapmái	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mɑːj
váikkuhangask'oapmegeavaheapmi+Sem/Act+N+SgCmp+Der/viđá+Adv	gask'gaskaoapmegeavahanviđá	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑh»ˌɑn.vi.ðɑː
vai+CS	vai	vˈɑj
vakŋut+V+IV+Der/PassL+V+IV+Ind+Prt+Sg3	vagŋojuvvui	vˈɑg.ŋoj»ˌuv.vuj
vanus+N+Der/Dimin+N+Sg+Nom	vatnosaš	vˈɑt.nos»ɑʃ
vatnat+V+IV+VGen	vana	vˈɑ.nɑː
veađđat+V+TV+Imprt+Pl2	veđđet	vˈeð.ðeh
vellestallat+V+IV+Ind+Prs+Sg3	vellestallá	vˈel.les.tˌɑlː.lɑː
veterána+Sem/Hum+N+Sg+Ill	veteránii	vˈe.te.rˌɑː.nij
vierki+N+Sg+Com+PxPl3	virkkiineaset	vˈirr̥.kij.nˌĕæ.seh
vikša+N+Pl+Ill+PxDu3	vivššaidasaska	vˈiβʃː.ʃɑːj.dˌɑ.sɑs.kɑ
vitta+N+Pl+Nom	viddagat	vˈidː.tɑː.gɑh
višahit+V+TV+Der/meahttun+A+Der/vuohta+N+Sg+Ill	višatmeahttunvuhtii	vˈi.ʃɑːh»mˌĕæhː.tun»vˌuh.tij
vižardit+V+IV+Sup	vižardeažžat	vˈi.dʃɑːr.dˌeædː.tʃɑh
voi+Interj	voi	vˈoj
voja+Interj	voja	vˈo.jɑː
vomeret+V+TV+Ind+Prt+Du3	vomeriiga	vˈo.me.rˌijː.kɑ
voteret+V+IV+Ind+Prt+ConNeg	voteren	vˈo.te.ren
vovdna+Sem/Veh+N+Pl+Nom	vovnnat	vˈoβnː.nɑːh
